,Number,Name,Position,Age,Height,Weight,Experience,College
29,65,Jerald Hawkins,OT,24,6-6,305,3,LSU
30,78,Alejandro Villanueva,OT,29,6-9,320,4,Army
33,94,Tyson Alualu,DE,30,6-3,304,9,California
34,97,Cameron Heyward,DE,28,6-5,295,8,Ohio State
35,40,Darnell Leslie,DE,23,6-2,235,R,Monmouth
36,91,Stephon Tuitt,DE,24,6-6,303,5,Notre Dame
37,96,L.T. Walton,DE,25,6-5,305,4,Central Michigan
38,79,Javon Hargrave,DT,25,6-2,305,3,South Carolina State
39,93,Daniel McCullers,DT,25,6-7,352,5,Tennessee
40,99,Keion Adams,LB,22,6-2,245,2,Western Michigan
41,56,Anthony Chickillo,LB,25,6-3,255,4,Miami
42,48,Bud Dupree,LB,24,6-4,269,4,Kentucky
43,54,L.J. Fort,LB,28,6-0,232,4,Northern Iowa
44,46,Matt Galambos,LB,22,6-1,239,1,Pittsburgh
45,41,Farrington Huguenin,LB,25,6-4,268,1,Kentucky
46,44,Tyler Matakevich,LB,25,6-1,235,3,Temple
47,55,Arthur Moats,LB,29,6-0,246,9,James Madison
48,50,Ryan Shazier,LB,25,6-1,230,5,Ohio State
49,51,Sean Spence,LB,27,5-11,231,7,Miami
50,90,T.J. Watt,LB,23,6-4,252,2,Wisconsin
51,98,Vince Williams,LB,28,6-1,233,6,Florida State
52,29,Brian Allen,CB,24,6-3,215,2,Utah
53,25,Artie Burns,CB,22,6-0,197,3,Miami
54,--,Antonio Crawford,CB,--,5-10,185,2,West Virginia
55,37,Greg Ducre,CB,26,5-10,183,3,Washington
56,22,William Gay,CB,33,5-10,187,12,Louisville
57,21,Joe Haden,CB,28,5-11,195,9,Florida
58,31,Mike Hilton,CB,23,5-9,184,2,Ole Miss
59,35,Dashaun Phillips,CB,27,5-11,186,3,Tarleton State
60,24,Coty Sensabaugh,CB,29,5-11,187,7,Clemson
61,34,Cameron Sutton,CB,22,5-11,188,2,Tennessee
62,36,Jordan Dangerfield,S,27,5-11,199,2,Towson
63,28,Sean Davis,S,24,6-1,202,3,Maryland
64,32,Malik Golden,S,24,6-0,205,1,Penn State
65,20,Robert Golden,S,27,5-11,202,7,Arizona
66,23,Mike Mitchell,S,30,6-1,221,10,Ohio
67,27,J.J. Wilcox,S,26,6-0,212,5,Georgia Southern
70,9,Chris Boswell,PK,26,6-2,185,4,Rice
71,4,Jordan Berry,P,26,6-5,195,4,Eastern Kentucky
72,6,Matt Wile,P,25,6-2,215,1,Michigan
73,57,Kameron Canaday,LS,25,6-4,245,2,Portland State
0,16,Garrett Grayson,QB,26,6-2,220,2,Colorado State
1,2,Matt Ryan,QB,32,6-4,217,11,Boston College
2,8,Matt Schaub,QB,36,6-6,245,15,Virginia
3,26,Tevin Coleman,RB,24,6-1,210,4,Indiana
4,24,Devonta Freeman,RB,25,5-8,206,5,Florida State
5,28,Terron Ward,RB,25,5-7,201,4,Oregon State
6,40,Derrick Coleman,FB,27,6-0,233,5,UCLA
7,87,Deante Burton,WR,23,6-2,205,1,Kansas State
8,1,Reggie Davis,WR,22,5-11,170,1,Georgia
9,13,Devin Fuller,WR,24,6-0,194,3,UCLA
10,18,Taylor Gabriel,WR,26,5-8,165,5,Abilene Christian
11,17,Marvin Hall,WR,24,5-10,190,2,Washington
12,14,Justin Hardy,WR,26,5-10,192,4,East Carolina
13,11,Julio Jones,WR,29,6-3,220,8,Alabama
14,19,Andre Roberts,WR,30,5-11,195,9,The Citadel
15,12,Mohamed Sanu,WR,28,6-2,210,7,Rutgers
16,15,Nick Williams,WR,27,5-10,184,5,Connecticut
17,89,Alex Gray,TE,26,6-4,231,1,null
18,81,Austin Hooper,TE,23,6-3,254,3,Stanford
19,85,Eric Saubert,TE,23,6-5,253,2,Drake
20,80,Levine Toilolo,TE,26,6-8,265,6,Stanford
21,76,Daniel Brunskill,C,24,6-5,260,1,San Diego State
22,51,Alex Mack,C,32,6-4,311,10,California
23,75,Jamil Douglas,G,25,6-4,308,2,Arizona State
24,63,Ben Garland,G,29,6-5,308,5,Air Force
25,64,Sean Harlow,G,22,6-4,284,2,Oregon State
26,67,Andy Levitre,G,31,6-2,303,10,Oregon State
27,68,Austin Pasztor,G,27,6-7,305,6,Virginia
28,71,Wes Schweitzer,G,24,6-4,300,3,San Jose State
29,70,Jake Matthews,OT,25,6-5,309,5,Texas A&M
30,74,Ty Sambrailo,OT,25,6-5,311,4,Colorado State
31,73,Ryan Schraeder,OT,29,6-7,300,6,Valdosta State
34,99,Adrian Clayborn,DE,29,6-3,280,8,Iowa
35,95,Jack Crawford,DE,29,6-5,274,7,Penn State
36,96,Martin Ifedi,DE,26,6-3,275,2,Memphis
37,98,Takkarist McKinley,DE,22,6-2,250,2,UCLA
38,50,Brooks Reed,DE,30,6-3,254,8,Arizona
39,90,Derrick Shelby,DE,28,6-2,280,7,Utah
40,72,Joey Ivie,DT,23,6-3,295,1,Florida
41,97,Grady Jarrett,DT,24,6-0,305,4,Clemson
42,79,Ahtyba Rubin,DT,31,6-2,310,11,Iowa State
43,91,Courtney Upshaw,DT,28,6-2,272,7,Alabama
44,92,Dontari Poe,NT,27,6-3,346,7,Memphis
45,44,Vic Beasley Jr.,LB,25,6-3,246,4,Clemson
46,59,De'Vondre Campbell,LB,24,6-3,234,3,Minnesota
47,45,Deion Jones,LB,23,6-1,222,3,LSU
48,53,LaRoy Reynolds,LB,27,6-1,240,6,Virginia
49,42,Duke Riley,LB,23,6-0,218,2,LSU
50,52,Jordan Tripp,LB,26,6-3,234,5,Montana
51,56,Sean Weatherspoon,LB,30,6-2,244,8,Missouri
52,23,Robert Alford,CB,29,5-10,186,6,Southeastern Louisiana
53,27,Damontae Kazee,CB,24,5-10,174,2,San Diego State
54,35,Leon McFadden,CB,27,5-10,195,4,San Diego State
55,34,Brian Poole,CB,25,5-9,213,3,Florida
56,21,Desmond Trufant,CB,27,6-0,190,6,Washington
57,33,Blidi Wreh-Wilson,CB,28,6-1,190,6,Connecticut
58,32,Marcelis Branch,DB,24,5-11,180,1,Robert Morris
59,37,Ricardo Allen,S,26,5-9,186,4,Purdue
60,36,Kemal Ishmael,S,26,6-0,206,6,UCF
61,41,Quincy Mauger,S,22,6-0,206,2,Georgia
62,22,Keanu Neal,S,22,6-0,211,3,Florida
63,20,Sharrod Neasman,S,26,5-11,213,3,Florida Atlantic
66,3,Matt Bryant,PK,42,5-9,203,17,Baylor
67,5,Matt Bosher,P,30,6-0,208,8,Miami
68,47,Josh Harris,LS,28,6-1,240,7,Auburn
0,3,Derek Anderson,QB,34,6-6,235,14,Oregon State
1,4,Garrett Gilbert,QB,26,6-4,230,2,SMU
2,1,Cam Newton,QB,28,6-5,245,8,Auburn
3,34,Cameron Artis-Payne,RB,27,5-10,215,4,Auburn
4,22,Christian McCaffrey,RB,21,5-11,205,2,Stanford
5,28,Jonathan Stewart,RB,30,5-10,240,11,Oregon
6,43,Fozzy Whittaker,RB,29,5-10,205,6,Texas
7,40,Alex Armah,FB,23,6-1,255,2,West Georgia
8,16,Rasheed Bailey,WR,24,6-1,209,1,Delaware Valley
9,11,Brenton Bersin,WR,27,6-3,210,5,Wofford
10,18,Damiere Byrd,WR,25,5-9,180,3,South Carolina
11,12,Kaelin Clay,WR,26,5-10,195,4,Utah
12,16,Austin Duke,WR,24,5-9,170,1,Charlotte
13,14,Mose Frazier,WR,24,5-11,190,1,Memphis
14,17,Devin Funchess,WR,23,6-4,225,4,Michigan
15,12,Charles D. Johnson,WR,28,6-2,217,5,Grand Valley State
16,15,Jamaal Jones,WR,25,6-1,189,1,Montana
17,2,Fred Ross,WR,22,6-2,210,2,Mississippi State
18,10,Curtis Samuel,WR,21,5-11,195,2,Ohio State
19,19,Russell Shepard,WR,27,6-1,195,6,LSU
20,85,Evan Baylis,TE,24,6-6,250,1,Oregon
21,84,Ed Dickson,TE,30,6-4,255,9,Oregon
22,82,Chris Manhertz,TE,25,6-6,255,3,Canisius
23,88,Greg Olsen,TE,32,6-5,255,12,Miami
24,80,Scott Simonson,TE,25,6-5,255,4,Assumption
25,86,Kent Taylor,TE,--,6-6,240,1,UTEP
26,67,Ryan Kalil,C,32,6-2,300,12,USC
27,69,Tyler Larsen,C,26,6-4,325,3,Utah
28,73,Greg Van Roten,C,27,6-3,305,4,Pennsylvania
29,64,Dorian Johnson,G,23,6-5,305,1,Pittsburgh
30,68,Andrew Norwell,G,26,6-6,325,5,Ohio State
31,70,Trai Turner,G,24,6-3,315,5,LSU
32,61,David Yankey,G,26,6-6,315,4,Stanford
33,78,Dan France,OT,26,6-6,315,2,Michigan State
34,75,Matt Kalil,OT,28,6-7,315,7,USC
35,72,Taylor Moton,OT,23,6-5,325,2,Western Michigan
36,65,Amini Silatolu,OT,29,6-4,305,6,Midwestern State
37,74,John Theus,OT,24,6-6,303,3,Georgia
38,60,Daryl Williams,OT,25,6-6,330,4,Oklahoma
41,97,Mario Addison,DE,30,6-3,260,8,Troy
42,91,Bryan Cox Jr.,DE,23,6-3,270,2,Florida
43,94,Daeshon Hall,DE,22,6-5,265,2,Texas A&M
44,96,Wes Horton,DE,28,6-5,265,6,USC
45,95,Charles L. Johnson,DE,31,6-2,278,12,Georgia
46,77,Zach Moore,DE,27,6-6,275,2,Concordia-St. Paul
47,71,Efe Obada,DE,25,6-6,265,1,null
48,90,Julius Peppers,DE,38,6-7,295,17,North Carolina
49,92,Vernon Butler,DT,23,6-4,330,3,Louisiana Tech
50,79,Drew Iddings,DT,24,6-5,290,2,South Dakota
51,98,Star Lotulelei,DT,28,6-2,315,6,Utah
52,93,Kyle Love,DT,31,6-1,310,7,Mississippi State
53,99,Kawann Short,DT,29,6-3,315,6,Purdue
54,49,Richie Brown,LB,23,6-2,234,1,Mississippi State
55,58,Thomas Davis,LB,34,6-1,235,14,Georgia
56,57,Andrew Gachkar,LB,29,6-2,224,8,Missouri
57,53,Ben Jacobs,LB,29,6-4,240,5,Fresno State
58,59,Luke Kuechly,LB,26,6-3,238,7,Boston College
59,55,David Mayo,LB,24,6-2,245,4,Texas State
60,52,Jared Norris,LB,24,6-1,238,3,Utah
61,54,Shaq Thompson,LB,23,6-0,230,4,Washington
62,24,James Bradberry,CB,24,6-1,212,3,Samford
63,--,Lorenzo Doss,CB,23,5-11,187,4,Tulane
64,35,Corn Elder,CB,23,5-10,185,2,Miami
65,23,LaDarius Gunter,CB,25,6-2,201,4,Miami
66,32,Cole Luke,CB,22,5-11,200,2,Notre Dame
67,41,Captain Munnerlyn,CB,29,5-9,195,10,South Carolina
68,33,Zack Sanchez,CB,24,5-11,185,2,Oklahoma
69,27,Kevon Seymour,CB,24,6-0,185,3,USC
70,21,Teddy Williams,CB,29,6-1,210,7,UT San Antonio
71,26,Daryl Worley,CB,22,6-1,205,3,West Virginia
72,29,Mike Adams,S,36,5-11,205,15,Delaware
73,31,Jairus Byrd,S,31,5-10,203,10,Oregon
74,20,Kurt Coleman,S,29,5-11,208,9,Ohio State
75,36,Demetrious Cox,S,23,6-0,200,2,Michigan State
76,42,Colin Jones,S,30,6-0,205,8,TCU
77,25,Damian Parms,S,25,6-2,210,1,Florida Atlantic
78,37,Dezmen Southward,S,27,6-2,208,3,Wisconsin
81,9,Graham Gano,PK,30,6-2,202,9,Florida State
82,5,Michael Palardy,P,25,5-11,200,3,Tennessee
83,44,J.J. Jansen,LS,32,6-2,235,11,Notre Dame
0,9,Drew Brees,QB,39,6-0,209,18,Purdue
1,10,Chase Daniel,QB,31,6-0,225,10,Missouri
2,7,Taysom Hill,QB,27,6-2,221,2,BYU
3,33,Trey Edmunds,RB,23,6-1,223,2,Maryland
4,22,Mark Ingram,RB,28,5-9,215,8,Alabama
5,41,Alvin Kamara,RB,22,5-10,215,2,Tennessee
6,36,Daniel Lasco,RB,25,6-1,205,3,California
7,42,Zach Line,RB,27,6-1,233,6,SMU
8,27,Jonathan Williams,RB,24,6-0,223,3,Arkansas
9,29,John Kuhn,FB,35,6-0,250,12,Shippensburg
10,85,Dan Arnold,WR,--,6-6,220,2,Wisconsin-Platteville
11,80,Austin Carr,WR,24,6-0,195,2,Northwestern
12,16,Brandon Coleman,WR,25,6-6,225,4,Rutgers
13,19,Ted Ginn Jr.,WR,32,5-11,180,12,Ohio State
14,15,Josh Huff,WR,26,5-11,206,4,Oregon
15,11,Tommylee Lewis,WR,25,5-7,168,3,Northern Illinois
16,83,Willie Snead,WR,25,5-11,195,4,Ball State
17,13,Michael Thomas,WR,24,6-3,212,3,Ohio State
18,18,Paul Turner,WR,24,5-10,193,2,Louisiana Tech
19,82,Coby Fleener,TE,29,6-6,251,7,Stanford
20,45,Garrett Griffin,TE,23,6-4,240,1,Air Force
21,88,Clay Harbor,TE,30,6-3,240,9,Missouri State
22,89,Josh Hill,TE,27,6-5,250,6,Idaho State
23,84,Michael Hoomanawanui,TE,29,6-4,265,9,Illinois
24,86,John Phillips,TE,30,6-5,251,9,Virginia
25,66,Jack Allen,C,25,6-2,296,2,Michigan State
26,65,Senio Kelemete,C,27,6-3,300,6,Washington
27,63,Cameron Tom,C,22,6-4,287,2,Southern Mississippi
28,60,Max Unger,C,31,6-5,305,10,Oregon
29,77,John Fullington,G,26,6-5,300,2,Washington State
30,61,Josh LeRibeus,G,28,6-2,315,6,SMU
31,62,Andrew Tiller,G,28,6-4,324,5,Syracuse
32,67,Larry Warford,G,26,6-3,317,6,Kentucky
33,72,Terron Armstead,OT,26,6-5,304,6,Arkansas-Pine Bluff
34,79,Bryce Harris,OT,29,6-6,300,7,Fresno State
35,75,Andrus Peat,OT,24,6-7,316,4,Stanford
36,71,Ryan Ramczyk,OT,23,6-5,314,2,Wisconsin
37,64,Zach Strief,OT,34,6-7,320,13,Northwestern
40,91,Trey Hendrickson,DE,23,6-4,270,2,Florida Atlantic
41,92,John Hughes III,DE,29,6-2,320,7,Cincinnati
42,90,George Johnson,DE,30,6-4,265,7,Rutgers
43,94,Cameron Jordan,DE,28,6-4,287,8,California
44,44,Hau'oli Kikaha,DE,25,6-3,246,4,Washington
45,70,Mitchell Loewen,DE,24,6-5,275,2,Arkansas
46,97,Al-Quadin Muhammad,DE,22,6-3,250,2,Miami
47,57,Alex Okafor,DE,27,6-4,261,6,Texas
48,95,Tyeler Davison,DT,25,6-2,309,4,Fresno State
49,96,Woodrow Hamilton,DT,25,6-3,315,2,Ole Miss
50,68,Devaroe Lawrence,DT,25,6-2,294,1,Auburn
51,93,David Onyemata,DT,25,6-4,300,3,Manitoba
52,59,David Parry,DT,25,6-2,317,4,Stanford
53,98,Sheldon Rankins,DT,23,6-2,305,3,Louisville
54,47,Alex Anzalone,LB,23,6-3,241,2,Florida
55,58,Kasim Edebali,LB,28,6-2,253,5,Boston College
56,92,Jayrone Elliott,LB,26,6-3,255,4,Toledo
57,55,Jonathan Freeny,LB,28,6-2,255,7,Rutgers
58,50,Gerald Hodges,LB,27,6-2,236,6,Penn State
59,53,A.J. Klein,LB,26,6-1,240,6,Iowa State
60,56,Michael Mauti,LB,28,6-2,243,6,Penn State
61,52,Craig Robertson,LB,29,6-1,234,7,North Texas
62,54,Nathan Stupar,LB,29,6-2,240,6,Penn State
63,51,Manti Te'o,LB,27,6-1,241,6,Notre Dame
64,40,Delvin Breaux,CB,28,6-1,210,3,LSU
65,20,Ken Crawley,CB,25,6-1,180,3,Colorado
66,34,Justin Hardee,CB,24,6-0,200,2,Illinois
67,23,Marshon Lattimore,CB,21,6-0,192,2,Ohio State
68,37,Arthur Maulet,CB,24,5-9,190,2,Memphis
69,24,Sterling Moore,CB,28,5-10,202,8,SMU
70,46,Bradley Sylve,CB,25,6-0,180,1,Alabama
71,26,P.J. Williams,CB,24,6-0,196,4,Florida State
72,31,Chris Banjo,S,27,5-10,207,5,SMU
73,48,Vonn Bell,S,23,5-11,205,3,Ohio State
74,25,Rafael Bush,S,30,5-11,203,8,South Carolina State
75,32,Kenny Vaccaro,S,26,6-0,214,6,Texas
76,43,Marcus Williams,S,21,6-0,195,2,Utah
79,3,Wil Lutz,PK,23,5-11,184,3,Georgia State
80,6,Thomas Morstead,P,31,6-4,235,10,SMU
81,49,Zach Wood,LS,25,6-3,255,2,SMU
0,14,Ryan Fitzpatrick,QB,35,6-2,223,14,Harvard
1,4,Ryan Griffin,QB,28,6-5,210,5,Tulane
2,3,Jameis Winston,QB,24,6-4,231,4,Florida State
3,25,Peyton Barber,RB,23,5-11,225,3,Auburn
4,22,Doug Martin,RB,29,5-9,223,7,Boise State
5,32,Jacquizz Rodgers,RB,28,5-6,205,8,Oregon State
6,34,Charles Sims,RB,27,6-0,211,5,West Virginia
7,46,Austin Johnson,FB,28,6-2,240,3,Tennessee
8,13,Mike Evans,WR,24,6-5,231,5,Texas A&M
9,12,Chris Godwin,WR,21,6-1,209,2,Penn State
10,10,Adam Humphries,WR,24,5-11,195,4,Clemson
11,11,DeSean Jackson,WR,31,5-10,175,11,California
12,89,Jake Lampman,WR,24,6-0,205,2,Ferris State
13,15,Devin Lucien,WR,24,6-2,200,1,Arizona State
14,16,Freddie Martino,WR,26,6-0,195,3,North Greenville
15,85,Bobo Wilson,WR,23,5-9,186,1,Florida State
16,82,Antony Auclair,TE,24,6-5,256,2,null
17,84,Cameron Brate,TE,26,6-5,245,4,Harvard
18,45,Alan Cross,TE,24,6-1,235,3,Memphis
19,80,O.J. Howard,TE,23,6-6,251,2,Alabama
20,68,Joe Hawley,C,29,6-3,302,9,UNLV
21,74,Ali Marpet,C,24,6-4,307,4,Hobart
22,62,Evan Smith,C,31,6-2,308,9,Idaho State
23,77,Caleb Benenoch,G,23,6-5,305,3,UCLA
24,67,Michael Liedtke,G,26,6-3,305,1,Illinois State
25,64,Kevin Pamphile,G,27,6-5,310,5,Purdue
26,73,J.R. Sweezy,G,28,6-5,298,6,NC State
27,69,Demar Dotson,OT,32,6-9,315,10,Southern Mississippi
28,72,Adam Gettis,OT,29,6-3,315,6,Iowa
29,78,Givens Price,OT,23,6-4,310,1,Nebraska
30,60,Brad Seaton,OT,24,6-8,325,1,Villanova
31,76,Donovan Smith,OT,24,6-6,338,4,Penn State
32,66,Leonard Wester,OT,25,6-6,305,3,Missouri Western
33,56,Avery Young,OT,25,6-5,305,1,Auburn
36,91,Robert Ayers,DE,32,6-3,275,10,Tennessee
37,90,Chris Baker,DE,30,6-2,320,7,Hampton
38,94,Will Clarke,DE,26,6-6,275,5,West Virginia
39,92,William Gholston,DE,26,6-6,281,6,Michigan State
40,79,Patrick O'Connor,DE,24,6-4,270,1,Eastern Michigan
41,95,Ryan Russell,DE,26,6-5,275,4,Purdue
42,57,Noah Spence,DE,24,6-2,251,3,Eastern Kentucky
43,72,Justin Trattou,DE,29,6-4,258,7,Florida
44,71,Channing Ward,DE,25,6-4,279,2,Ole Miss
45,75,DaVonte Lambert,DT,23,6-2,282,3,Auburn
46,93,Gerald McCoy,DT,29,6-4,300,9,Oklahoma
47,98,Clinton McDonald,DT,31,6-2,297,9,Memphis
48,96,Sealver Siliga,DT,27,6-2,345,6,Utah
49,97,Stevie Tu'ikolovatu,DT,26,6-1,320,2,USC
50,58,Kwon Alexander,LB,23,6-1,227,4,LSU
51,51,Kendell Beckwith,LB,23,6-2,243,2,LSU
52,59,Devante Bond,LB,24,6-1,236,3,Oklahoma
53,49,Riley Bullough,LB,24,6-2,228,1,Michigan State
54,54,Lavonte David,LB,28,6-1,233,7,Nebraska
55,53,Adarius Glanton,LB,27,6-1,230,4,Florida Atlantic
56,52,Nigel Harris,LB,23,6-0,230,2,South Florida
57,50,Jeff Knox Jr.,LB,25,6-2,225,R,California (PA)
58,50,Eric Nzeocha,LB,24,6-3,218,1,Wyoming
59,35,Javien Elliott,CB,24,5-11,176,3,Florida State
60,30,Maurice Fleming,CB,24,5-11,202,1,West Virginia
61,24,Brent Grimes,CB,34,5-10,185,12,Shippensburg
62,28,Vernon Hargreaves III,CB,22,5-10,204,3,Florida
63,36,Robert McClain,CB,29,5-9,195,7,Connecticut
64,27,David Rivers,CB,23,6-0,185,1,Youngstown State
65,26,Josh Robinson,CB,27,5-10,200,7,UCF
66,29,Ryan Smith,CB,24,5-11,189,3,North Carolina Central
67,23,Chris Conte,S,28,6-2,203,8,California
68,21,Justin Evans,S,22,6-0,199,2,Texas A&M
69,39,Isaiah Johnson,S,25,6-0,209,1,South Carolina
70,37,Keith Tandy,S,28,5-10,205,7,West Virginia
71,43,T.J. Ward,S,31,5-10,200,9,Oregon
74,2,Nick Folk,PK,33,6-1,222,12,Arizona
75,7,Patrick Murray,PK,26,5-7,182,5,Fordham
76,9,Bryan Anger,P,29,6-3,205,7,California
77,43,Drew Ferris,LS,25,6-0,205,R,Florida
78,65,Garrison Sanborn,LS,32,6-1,240,10,Florida State
0,8,Taylor Heinicke,QB,24,6-1,210,3,Old Dominion
1,5,Josh Johnson,QB,31,6-3,219,7,San Diego
2,3,Tom Savage,QB,27,6-4,230,5,Pittsburgh
3,4,Deshaun Watson,QB,22,6-2,215,2,Clemson
4,2,T.J. Yates,QB,30,6-4,217,7,North Carolina
5,28,Alfred Blue,RB,26,6-2,225,5,LSU
6,38,Andre Ellington,RB,29,5-9,199,6,Clemson
7,34,Tyler Ervin,RB,24,5-10,180,3,San Jose State
8,27,D'Onta Foreman,RB,21,6-0,235,2,Texas
9,26,Lamar Miller,RB,26,5-10,225,7,Miami
10,33,Troymaine Pope,RB,24,5-8,205,2,Jacksonville State
11,22,Jordan Todman,RB,27,5-10,200,6,Connecticut
12,45,Jay Prosch,FB,25,6-1,255,5,Auburn
13,12,Bruce Ellington,WR,26,5-9,200,5,South Carolina
14,15,Will Fuller V,WR,23,6-0,185,3,Notre Dame
15,16,Deante Gray,WR,23,5-10,174,2,TCU
16,17,Cobi Hamilton,WR,27,6-2,201,3,Arkansas
17,10,DeAndre Hopkins,WR,25,6-1,210,6,Clemson
18,13,Braxton Miller,WR,25,6-2,215,3,Ohio State
19,14,Chris Thompson,WR,23,6-0,170,2,Florida
20,11,DeAndrew White,WR,26,6-0,192,2,Alabama
21,89,Stephen Anderson,TE,25,6-3,230,3,California
22,86,Zach Conque,TE,23,6-4,225,1,Stephen F. Austin
23,87,C.J. Fiedorowicz,TE,26,6-5,265,5,Iowa
24,84,Ryan Griffin,TE,28,6-6,255,6,Connecticut
25,88,Ryan Malleck,TE,24,6-4,249,1,Virginia Tech
26,85,MyCole Pruitt,TE,25,6-2,243,2,Southern Illinois
27,81,Jevoni Robinson,TE,25,6-8,225,1,--
28,78,Erik Austell,C,24,6-3,300,1,Charleston Southern
29,61,Kyle Fuller,C,23,6-4,315,2,Baylor
30,65,Greg Mancz,C,25,6-4,300,4,Toledo
31,66,Nick Martin,C,24,6-4,300,3,Notre Dame
32,79,Jeff Allen,G,28,6-4,305,7,Illinois
33,62,Chad Slade,G,25,6-3,315,2,Auburn
34,71,Xavier Su'a-Filo,G,27,6-4,310,5,UCLA
35,74,Chris Clark,OT,32,6-5,305,10,Southern Mississippi
36,70,Julien Davenport,OT,23,6-7,315,2,Bucknell
37,68,Breno Giacomini,OT,32,6-7,320,11,Louisville
38,63,Kendall Lamm,OT,25,6-6,305,4,Appalachian State
39,72,Derek Newton,OT,30,6-6,315,8,Arkansas State
40,77,David Quessenberry,OT,27,6-5,310,3,San Jose State
41,73,Jake Rodgers,OT,26,6-6,320,1,Eastern Washington
44,97,Angelo Blackson,DE,25,6-4,318,4,Auburn
45,90,Jadeveon Clowney,DE,24,6-5,270,5,South Carolina
46,95,Christian Covington,DE,24,6-2,290,4,Rice
47,92,Brandon Dunn,DE,25,6-2,300,3,Louisville
48,69,Matthew Godin,DE,24,6-6,295,2,Michigan
49,67,Marcus Hardison,DE,25,6-3,310,3,Arizona State
50,93,Joel Heath,DE,24,6-6,295,3,Michigan State
51,94,Ufomba Kamalu,DE,25,6-6,300,3,Miami
52,99,J.J. Watt,DE,28,6-5,290,8,Wisconsin
53,98,D.J. Reader,DT,23,6-3,325,3,Clemson
54,91,Carlos Watkins,DT,24,6-3,305,2,Clemson
55,96,Chunky Clements,NT,23,6-2,295,2,Illinois
56,96,Darius Kilgo,DL,26,6-3,319,3,Maryland
57,51,Dylan Cole,LB,23,6-0,240,2,Missouri State
58,41,Zach Cunningham,LB,23,6-3,230,2,Vanderbilt
59,56,Brian Cushing,LB,31,6-3,250,9,USC
60,50,Ben Heeney,LB,25,6-0,230,4,Kansas
61,44,Jelani Jenkins,LB,25,6-0,240,6,Florida
62,54,LaTroy Lewis,LB,24,6-3,254,1,Tennessee
63,55,Benardrick McKinney,LB,25,6-4,250,4,Mississippi State
64,59,Whitney Mercilus,LB,27,6-4,260,7,Illinois
65,52,Brian Peters,LB,29,6-4,235,4,Northwestern (IA)
66,53,Gimel President,LB,24,6-3,275,1,Illinois
67,57,Brennan Scarlett,LB,24,6-4,265,3,Stanford
68,31,Treston Decoud,CB,24,6-2,210,2,Oregon State
69,25,Kareem Jackson,CB,29,5-10,190,9,Alabama
70,30,Kevin Johnson,CB,25,6-0,190,4,Wake Forest
71,37,Bryce Jones,CB,23,6-0,180,1,Akron
72,24,Johnathan Joseph,CB,33,5-11,190,13,South Carolina
73,36,Josh Thornton,CB,25,5-11,185,1,Southern Utah
74,32,Dee Virgin,CB,24,5-9,194,1,West Alabama
75,40,Marcus Williams,CB,26,5-11,196,5,North Dakota State
76,23,Kurtis Drummond,S,26,6-1,210,4,Michigan State
77,21,Marcus Gilchrist,S,29,5-10,198,8,Clemson
78,29,Andre Hal,S,25,5-10,190,5,Vanderbilt
79,43,Corey Moore,S,25,6-2,205,3,Georgia
80,35,Eddie Pleasant,S,29,5-10,210,6,Oregon
83,7,Ka'imi Fairbairn,PK,24,6-0,190,3,UCLA
84,9,Shane Lechler,P,41,6-2,240,19,Texas A&M
85,46,Jon Weeks,LS,31,5-10,250,9,Baylor
0,7,Jacoby Brissett,QB,24,6-4,235,3,NC State
1,9,Brad Kaaya,QB,22,6-4,215,2,Miami
2,12,Andrew Luck,QB,28,6-4,240,7,Stanford
3,16,Scott Tolzien,QB,30,6-2,215,8,Wisconsin
4,8,Phillip Walker,QB,22,5-11,216,1,Temple
5,39,Josh Ferguson,RB,24,5-10,205,3,Illinois
6,23,Frank Gore,RB,34,5-9,212,14,Miami
7,34,Matt Jones,RB,24,6-2,239,4,Florida
8,25,Marlon Mack,RB,21,5-11,210,2,South Florida
9,38,Christine Michael,RB,27,5-10,221,6,Texas A&M
10,33,Robert Turbin,RB,28,5-10,216,7,Utah State
11,36,George Winn,RB,27,5-11,215,4,Cincinnati
12,17,Kamar Aiken,WR,28,6-2,216,6,UCF
13,18,Dres Anderson,WR,25,6-2,190,2,Utah
14,15,K.J. Brent,WR,24,6-3,200,1,Wake Forest
15,13,T.Y. Hilton,WR,28,5-9,178,7,Florida Intl
16,81,Krishawn Hogan,WR,22,6-3,222,2,Marian
17,82,Seantavius Jones,WR,25,6-3,200,1,Valdosta State
18,11,Justice Liggins,WR,23,6-1,209,R,Stephen F. Austin
19,14,Kolby Listenbee,WR,24,6-1,183,1,TCU
20,10,Donte Moncrief,WR,24,6-2,216,5,Ole Miss
21,80,Chester Rogers,WR,24,6-1,184,3,Grambling
22,21,DeAndre Smelter,WR,26,6-2,227,1,Georgia Tech
23,19,James Wright,WR,26,6-0,201,3,LSU
24,48,Mo Alie-Cox,TE,24,6-6,260,1,--
25,47,Darrell Daniels,TE,23,6-3,246,2,Washington
26,84,Jack Doyle,TE,27,6-6,262,6,Western Kentucky
27,86,Erik Swoope,TE,25,6-5,258,2,Miami
28,43,Ross Travis,TE,25,6-7,235,3,Penn State
29,45,Jason Vander Laan,TE,25,6-3,244,2,Ferris State
30,85,Brandon Williams,TE,30,6-3,260,6,Oregon
31,61,Anthony Fabiano,C,24,6-1,303,1,Harvard
